Frame#,Time,X1,Y1,Z1,X2,Y2,Z2,X3,Y3,Z3,X4,Y4,Z4,X5,Y5,Z5,X6,Y6,Z6,X7,Y7,Z7,X8,Y8,Z8,X9,Y9,Z9,X10,Y10,Z10,X11,Y11,Z11,X12,Y12,Z12,X13,Y13,Z13,X14,Y14,Z14,X15,Y15,Z15,X16,Y16,Z16,X17,Y17,Z17,X18,Y18,Z18,X19,Y19,Z19,X20,Y20,Z20,X21,Y21,Z21,X22,Y22,Z22,X23,Y23,Z23,X24,Y24,Z24,X25,Y25,Z25,X26,Y26,Z26,X27,Y27,Z27,X28,Y28,Z28,X29,Y29,Z29,X30,Y30,Z30,X31,Y31,Z31,X32,Y32,Z32,X33,Y33,Z33,X34,Y34,Z34,X35,Y35,Z35,X36,Y36,Z36,X37,Y37,Z37,X38,Y38,Z38,X39,Y39,Z39,X40,Y40,Z40,X41,Y41,Z41,X42,Y42,Z42,X43,Y43,Z43,X44,Y44,Z44,X45,Y45,Z45,X46,Y46,Z46,X47,Y47,Z47,X48,Y48,Z48,X49,Y49,Z49,X50,Y50,Z50,X51,Y51,Z51,time,total_squared_error,marker_error_RMS,marker_error_max,time,pelvis_tilt,pelvis_list,pelvis_rotation,pelvis_tx,pelvis_ty,pelvis_tz,hip_flexion_r,hip_adduction_r,hip_rotation_r,knee_angle_r,knee_angle_r_beta,ankle_angle_r,subtalar_angle_r,mtp_angle_r,hip_flexion_l,hip_adduction_l,hip_rotation_l,knee_angle_l,knee_angle_l_beta,ankle_angle_l,subtalar_angle_l,mtp_angle_l,lumbar_extension,lumbar_bending,lumbar_rotation,arm_flex_r,arm_add_r,arm_rot_r,elbow_flex_r,pro_sup_r,arm_flex_l,arm_add_l,arm_rot_l,elbow_flex_l,pro_sup_l
51,0.50000000,-258.48817,455.27201,-420.79578,-229.49575,391.41946,-394.43391,-270.68600,94.84427,-429.57433,-337.99519,56.06874,-466.07646,-165.60880,47.43624,-407.34952,-125.72243,70.56199,-462.37761,-256.92562,453.24476,-800.77810,-209.98170,393.12861,-807.63349,-267.26769,95.51714,-787.87488,-339.44995,57.26443,-740.69140,-173.96418,45.94314,-807.83904,-128.03818,71.38238,-752.37903,-236.20082,280.43680,-390.56385,-302.89188,394.62704,-408.46019,-317.58902,279.16811,-407.80279,-297.09657,404.84388,-825.62879,-299.74818,282.46953,-826.79653,-540.63820,572.49741,-480.36729,-430.98748,564.27006,-456.07040,-422.96543,523.22452,-401.32979,-565.66307,492.72096,-403.53456,-450.29609,473.06869,-393.94320,-526.25394,558.25729,-788.82907,-388.78030,547.36889,-789.39008,-540.02406,446.93702,-821.71583,-397.55656,444.33635,-821.90273,-571.14716,581.55295,-489.05725,-750.26138,584.23531,-568.88422,-569.68406,578.86644,-745.39891,-752.46149,576.57002,-675.47848,-475.06739,997.74443,-598.37913,-436.57586,938.79657,-446.62147,-420.98543,933.34504,-760.22920,-397.07483,870.94451,-583.83616,-395.82872,871.52386,-626.98599,-488.25591,723.04048,-336.51283,-535.41332,612.07416,-375.42501,-521.60160,650.56264,-304.47236,-409.29509,661.95554,-321.52958,-300.61082,669.64742,-351.42606,-296.87439,624.75124,-351.05041,-448.77726,814.54951,-826.74095,-575.71411,628.78815,-819.54796,-573.40293,653.13298,-889.32134,-459.66173,656.13823,-891.52193,-345.05618,651.30886,-862.10339,-343.17796,614.26554,-865.64850,-629.07296,500.92154,-518.15846,-622.67064,500.81824,-718.34757,-625.95393,501.91901,-518.29694,-629.43578,489.78466,-687.02444,0.50000000,0.01158105,0.01641118,0.03045603,0.50000000,7.25397852,0.89019294,1.85682142,-0.57420397,0.58175639,-0.61705199,76.95580917,-7.88367794,4.65162037,88.66572440,1.54750882,11.07930304,1.45571987,-7.00502925,76.77442578,-3.57932806,0.15433906,88.12473901,1.53806685,6.35205849,-3.58034265,-7.00502925,-49.81597865,1.46099940,-3.08408438,24.30142600,-15.30787974,-7.68963680,117.49613838,89.25695514,12.35272338,-9.65105262,-13.43204086,120.60540547,91.30965245
52,0.51000000,-257.39896,454.83122,-421.20640,-228.74410,391.09513,-394.58450,-271.27473,94.70217,-429.67910,-338.27138,55.64882,-466.23014,-166.09358,48.03734,-407.18014,-126.09022,71.49157,-462.16773,-255.87756,452.83004,-801.18306,-209.02268,392.45105,-807.89970,-267.71335,95.51129,-787.93199,-339.73995,56.95095,-740.62572,-174.26678,46.45408,-807.88102,-128.50191,72.15730,-752.51063,-236.26404,280.15839,-390.62577,-302.11121,394.59545,-409.10967,-317.45100,279.20734,-408.20381,-296.04734,404.85758,-826.01127,-299.39664,282.56024,-827.05848,-539.18493,571.57864,-480.96102,-429.41574,563.92589,-456.51497,-421.37790,523.13071,-401.38174,-564.13382,493.20998,-403.10224,-448.93615,473.12865,-393.70905,-524.98238,557.79006,-788.83746,-387.55048,546.82367,-789.49509,-539.03277,446.79480,-822.20650,-396.51569,443.89330,-821.99234,-568.01470,580.41335,-488.70263,-745.95850,587.50011,-569.11221,-565.29880,577.50195,-745.51032,-748.12306,579.80115,-675.48447,-455.26395,998.74827,-599.39087,-420.92267,934.63515,-448.08028,-407.03161,930.79635,-758.96364,-385.17464,867.29425,-583.28888,-383.97730,867.10683,-626.36460,-475.92041,721.92232,-335.28667,-523.20635,610.90563,-373.41482,-510.02608,650.25745,-302.09063,-397.75802,660.85023,-320.11903,-289.47907,667.70780,-350.81746,-285.83618,622.92109,-350.44202,-435.56501,812.13492,-826.58002,-565.57533,628.97267,-823.17342,-562.31747,653.63200,-891.94876,-448.53842,655.46178,-892.78493,-334.44856,649.63798,-862.50760,-332.74470,612.60855,-866.22466,-627.34620,501.22528,-517.99927,-620.32417,500.81149,-718.16750,-624.26916,502.06088,-518.05195,-627.70727,489.82672,-687.08800,0.51000000,0.01165468,0.01646326,0.03153903,0.51000000,5.41381563,0.83178850,1.69825636,-0.56995302,0.58070189,-0.61685204,78.66679582,-7.61856177,4.74377959,88.80744319,1.54998228,11.77381350,1.23449999,-7.01027022,78.49521338,-3.84966020,0.05237314,88.35181845,1.54203013,6.96362368,-3.69891385,-7.01027022,-49.43098880,1.37992100,-2.94751018,25.42480981,-15.83815245,-7.50976103,118.11650474,89.19792533,13.06531055,-10.36449759,-13.10111806,121.41636120,91.36837695
53,0.52000000,-256.04882,454.20445,-421.94648,-227.83752,390.81788,-394.77058,-271.97377,94.61871,-429.74126,-338.65531,55.17984,-466.40858,-166.69470,48.81906,-406.89910,-126.69810,72.56217,-461.97796,-254.45586,452.32973,-801.64843,-207.64947,391.72168,-808.29230,-268.16258,95.53637,-788.00007,-340.05515,56.61919,-740.51320,-174.59906,47.02315,-807.96380,-128.88237,72.94274,-752.60584,-236.13857,279.88085,-390.69102,-301.21674,394.77779,-409.67199,-317.38271,279.39429,-408.52732,-294.57984,404.91964,-826.31246,-298.92563,282.69849,-827.36806,-537.31382,570.84146,-481.54395,-427.57079,563.16520,-456.66616,-419.38401,523.02775,-401.44436,-562.35273,493.66915,-402.46485,-447.22436,473.26044,-393.35312,-523.51895,557.40037,-789.19303,-386.11914,546.39553,-789.64447,-537.73439,446.68154,-822.66952,-395.26437,443.49209,-822.08584,-564.13800,578.92022,-489.10509,-741.12974,590.90230,-569.31096,-560.62015,575.84356,-745.43712,-743.09731,583.23358,-675.53503,-430.03919,1001.30445,-601.23188,-402.91670,924.31529,-453.57751,-392.83811,927.91820,-757.60733,-372.34197,864.42785,-582.55683,-372.08852,863.03627,-625.75093,-463.11258,721.13677,-333.87671,-510.23366,609.87903,-371.10916,-498.07941,650.35507,-299.37189,-385.74704,660.08135,-318.82502,-278.03012,666.19545,-350.55212,-274.40593,621.53989,-349.99516,-421.91374,810.03409,-826.63284,-554.86590,629.55160,-826.88180,-550.61872,654.34214,-894.80234,-436.81797,655.14166,-894.21107,-323.21971,648.33966,-862.66157,-321.72620,611.38450,-866.65235,-625.16462,501.39138,-518.06769,-617.78613,500.72600,-718.22634,-622.33038,502.26672,-518.58091,-625.45799,490.08507,-687.31657,0.52000000,0.01186596,0.01661182,0.03024855,0.52000000,3.28698307,0.75212034,1.61808584,-0.56514652,0.57937703,-0.61693196,80.62827524,-7.43990356,4.82522742,88.96384450,1.55271200,12.55064571,1.04044594,-7.01446223,80.49012863,-4.03778788,-0.02424529,88.55909972,1.54564787,7.63087077,-3.72009529,-7.01446223,-48.89692937,1.32034267,-2.63343260,26.26391474,-16.63122221,-7.54096310,119.17154620,89.19182779,13.88609625,-10.99109150,-12.52235478,122.40565683,91.46636217
54,0.53000000,-254.36188,453.86047,-422.50653,-226.69658,390.59935,-395.23093,-272.72303,94.63251,-429.78014,-339.08926,54.68444,-466.46987,-167.16259,49.66324,-406.59294,-127.42481,73.65077,-461.75447,-252.58284,451.71104,-802.41525,-205.69411,391.00140,-809.22244,-268.56621,95.50160,-788.02593,-340.31853,56.32961,-740.47008,-174.84323,47.54949,-808.02156,-129.11501,73.67053,-752.51064,-235.75780,279.77980,-390.78676,-299.89129,395.23834,-409.95559,-317.08546,280.06665,-408.60107,-292.57996,404.98280,-826.77209,-298.14158,282.82902,-827.79499,-534.91107,570.58145,-481.79704,-425.15913,562.32107,-456.81614,-417.14426,522.90062,-401.78702,-560.40068,494.49278,-401.46459,-445.14120,473.35851,-393.23667,-521.76476,557.27219,-789.62643,-384.37670,546.23777,-790.12056,-536.16135,446.48625,-822.46512,-393.70948,443.41320,-822.42208,-559.97130,577.72438,-488.99367,-735.90850,594.48318,-569.38287,-555.16246,573.74329,-745.25117,-737.56693,586.84178,-675.62278,-405.32967,1002.69563,-602.62883,-387.71034,917.70457,-457.03246,-378.46211,924.77386,-756.20196,-359.50664,861.61658,-581.97622,-360.32726,859.41662,-625.51521,-449.95874,720.69313,-332.35976,-498.49707,609.42688,-367.77426,-485.61587,650.67794,-296.57919,-373.30259,659.72327,-317.68244,-266.23210,665.33326,-350.59792,-262.57958,620.64303,-349.93829,-407.86301,808.16269,-826.74641,-543.26527,629.83803,-829.97011,-538.28591,655.16063,-897.73936,-424.54241,655.07291,-895.55575,-311.38415,647.46530,-862.48535,-310.08938,610.61444,-866.86679,-622.78808,501.86572,-517.75303,-614.76254,500.47994,-717.87853,-619.96539,502.29992,-518.72752,-622.60076,490.16395,-687.45380,0.53000000,0.01233735,0.01693857,0.03151106,0.53000000,1.11501956,0.56632840,1.44748181,-0.55989670,0.57791112,-0.61665110,82.62033458,-7.10284541,4.83769638,89.19730568,1.55678667,13.46152741,1.17137863,-7.03217122,82.57519965,-4.44469597,-0.00414062,88.91868644,1.55192384,8.73160971,-2.82450528,-7.03217122,-48.05740222,1.25222852,-1.81449978,26.62077615,-17.69782592,-7.95592617,120.48719612,88.86127617,15.09082774,-11.49924711,-11.38749892,122.70357434,91.41400553
55,0.54000000,-252.26040,453.73957,-423.02197,-225.00380,390.34004,-395.98648,-273.35505,94.60996,-429.93110,-339.41170,54.29350,-466.46002,-167.48447,50.25701,-406.37313,-127.96057,74.58868,-461.41974,-250.19031,451.07832,-803.74257,-203.16579,390.11174,-810.53642,-268.83167,95.32925,-788.01769,-340.47353,56.10171,-740.43899,-174.96540,47.87154,-808.00552,-129.24071,74.25996,-752.34413,-235.11476,279.89117,-391.06375,-298.06184,395.80972,-410.37305,-316.26442,281.19667,-408.52348,-290.00322,404.95601,-827.73888,-296.84591,282.83409,-828.41612,-532.11847,571.13509,-481.86024,-422.13417,562.49490,-457.39785,-414.52015,522.98979,-402.45591,-557.98106,495.81801,-400.57754,-442.71424,473.53587,-393.66758,-519.47062,557.49283,-789.55474,-382.11094,546.48183,-790.84390,-534.28329,446.44563,-821.71734,-391.77835,443.78159,-822.96103,-556.08564,577.83606,-487.24857,-730.33836,598.27526,-569.20723,-549.53988,571.66985,-745.07568,-731.56952,590.62024,-675.58375,-391.71764,999.61214,-602.29599,-374.67078,915.47656,-457.80281,-364.02728,921.84367,-754.90523,-348.16023,857.88210,-581.81693,-348.53249,856.05379,-625.46267,-436.52457,720.48865,-330.87177,-488.26630,609.12229,-363.47898,-472.45514,651.13427,-293.87934,-360.47577,659.89005,-316.62218,-254.08990,665.21861,-350.93568,-250.36619,620.38923,-350.14824,-393.60611,806.39969,-826.71035,-530.81992,629.58490,-832.50011,-525.33577,655.96949,-900.67512,-411.65764,655.26383,-896.78617,-299.04554,647.07345,-862.22995,-297.84611,610.27236,-866.88611,-620.31613,503.30662,-516.56016,-611.22025,500.37709,-716.61738,-617.33083,502.27361,-517.51631,-619.29054,490.05459,-687.34152,0.54000000,0.01237929,0.01696733,0.03313466,0.54000000,-0.64466217,0.33076967,1.10080788,-0.55483945,0.57719800,-0.61574507,84.09617872,-6.46119275,4.82945437,89.32252910,1.55897223,14.18855286,0.89426348,-7.03577946,84.18748935,-5.16364304,-0.06814312,89.22932006,1.55734542,9.30935656,-2.80509977,-7.03577946,-47.40189433,1.18129617,-1.49291451,27.73282908,-18.47881132,-7.19312130,121.09474097,88.83929356,16.00501320,-12.20316740,-11.00522182,123.30570829,91.47548842
56,0.55000000,-249.71665,453.45619,-424.02912,-222.60293,389.93298,-396.70299,-273.66798,94.39804,-430.24818,-339.49897,54.10510,-466.55502,-167.69930,50.45277,-406.24687,-128.16616,75.11259,-461.08396,-247.29159,450.39395,-805.42615,-200.17152,388.94676,-811.91905,-268.87079,95.06730,-788.15881,-340.48021,55.99216,-740.36687,-175.01540,47.76958,-807.80071,-129.26181,74.52870,-752.37798,-233.92817,279.72855,-391.67675,-295.82576,396.15601,-411.14220,-314.98831,281.90124,-408.74996,-286.89145,404.64298,-829.19117,-295.04342,282.50459,-829.20685,-528.98906,572.52664,-482.05126,-418.92582,563.96580,-458.04659,-411.31451,523.41979,-403.12696,-554.67641,497.13412,-400.91057,-439.90802,473.99824,-394.57218,-516.35057,558.11465,-788.76784,-379.13796,547.15799,-791.60883,-532.02445,447.07315,-821.00045,-389.42907,444.39020,-823.48760,-551.96551,578.54947,-485.73488,-724.36672,602.29581,-568.91830,-544.36092,570.33534,-745.05761,-725.11671,594.59405,-675.48411,-388.53984,993.12345,-600.92131,-361.59379,913.04989,-458.54654,-349.73131,919.20562,-753.75897,-338.16955,853.53441,-581.88512,-336.57469,852.80212,-625.23211,-422.87563,720.52503,-329.29751,-477.61525,608.72728,-359.04061,-458.79088,651.86440,-291.03425,-347.34920,660.56716,-315.55227,-241.71565,665.81127,-351.59838,-237.83764,620.93718,-350.39077,-379.30055,804.74068,-826.56601,-518.00902,629.33638,-835.21451,-511.83659,656.68529,-903.68098,-398.22463,655.71695,-898.10190,-286.27809,647.15247,-862.01152,-285.03564,610.38061,-866.84856,-617.33262,505.25535,-515.50457,-607.55216,500.88890,-715.50985,-614.54599,502.87336,-516.55760,-615.74508,490.52790,-687.41972,0.55000000,0.01210020,0.01677498,0.03491796,0.55000000,-2.13672628,0.10109884,0.84216377,-0.54973641,0.57687138,-0.61510105,85.25757161,-5.92229672,4.79193686,89.45707159,1.56132044,14.79955176,0.58248727,-7.03957852,85.50876176,-5.78064795,-0.07803667,89.53820115,1.56273642,9.88355955,-2.47030598,-7.03957852,-46.77308086,1.24909632,-1.19124695,28.99345140,-19.37865368,-6.21834901,121.47445922,88.79788021,17.07126503,-12.93292663,-10.58919231,123.55478972,91.49219223
57,0.56000000,-246.72677,452.93857,-424.99585,-219.68682,389.27713,-397.18769,-273.55396,94.02629,-430.59235,-339.37475,54.08101,-466.76224,-167.71381,50.36178,-406.08417,-128.07185,75.03816,-460.93439,-244.04668,449.43240,-807.01768,-196.82330,387.63227,-813.25592,-268.67965,94.71553,-788.43738,-340.29976,56.05120,-740.32473,-174.99332,47.18842,-807.48269,-129.15613,74.34904,-752.69854,-232.06294,278.92294,-392.49955,-293.11374,396.02973,-411.84880,-313.31770,281.69445,-409.27391,-283.32510,404.00206,-831.00006,-292.69242,281.89526,-830.39448,-525.47222,574.37448,-482.26814,-415.48470,565.60104,-458.28280,-407.70260,523.80191,-403.64108,-550.65665,498.16876,-402.51782,-436.67134,474.58238,-395.59047,-512.27613,559.22978,-787.73840,-375.39701,547.88843,-792.46272,-529.28327,448.50055,-820.46901,-386.64728,444.85031,-823.97952,-546.80828,578.88109,-486.10714,-718.06864,606.46693,-568.65791,-538.65177,569.78904,-744.76411,-718.37471,598.80048,-675.49812,-382.05251,988.47585,-600.16064,-348.44564,910.29732,-459.89201,-335.75994,916.76847,-752.71492,-327.77801,849.92661,-581.79896,-324.70443,849.80216,-624.84594,-409.05380,720.89048,-327.46776,-465.20227,609.07548,-355.17111,-444.93317,652.98140,-287.82152,-334.06342,661.69771,-314.48058,-229.24964,667.04885,-352.50508,-225.06338,622.24832,-350.70432,-365.01606,803.27696,-826.47782,-505.06308,629.28878,-838.55531,-497.86501,657.25746,-906.86947,-384.36837,656.27796,-899.51231,-273.10505,647.66243,-861.67984,-271.69165,610.92850,-866.70923,-613.50335,507.05738,-515.27961,-603.55726,502.06008,-715.26424,-611.04579,504.33733,-517.22717,-611.53766,492.10408,-687.69208,0.56000000,0.01204379,0.01673583,0.03645094,0.56000000,-3.61789483,0.00055421,0.72104206,-0.54410939,0.57686427,-0.61501184,86.36615237,-5.66461974,4.78620211,89.58135903,1.56348966,15.26225854,0.26311628,-7.04415749,86.68700360,-6.14064808,-0.16288459,89.75631486,1.56654322,10.49285276,-1.92941923,-7.04415749,-46.14801309,1.30714106,-1.09956522,30.27890356,-20.30112189,-5.25340382,121.90771308,88.75035950,18.10798280,-13.73112494,-10.09765149,123.88762705,91.51263836
58,0.57000000,-243.29462,452.12510,-425.14400,-216.43878,388.32972,-397.60007,-273.10103,93.61482,-430.80117,-339.12870,54.15882,-466.91980,-167.54588,50.02571,-405.84173,-127.73562,74.51021,-460.83213,-240.57079,448.13470,-808.34575,-193.21079,386.21744,-814.45574,-268.29398,94.26934,-788.64641,-339.96846,56.21643,-740.34638,-174.84648,46.33774,-807.35522,-128.90833,73.81594,-753.11885,-229.74475,277.84141,-393.24266,-289.84255,395.51541,-412.24325,-311.04941,281.42053,-409.68073,-279.39640,403.18290,-833.02242,-289.73048,281.30100,-832.20935,-521.49557,576.21260,-481.98375,-411.36723,566.39551,-458.11888,-403.83341,523.66523,-404.02824,-546.55101,499.27161,-403.83561,-433.09507,474.81109,-396.45218,-507.46160,560.82014,-787.24723,-370.91747,548.08438,-793.51701,-525.98491,450.24927,-820.03942,-383.45770,444.84151,-824.51789,-540.94782,579.83397,-486.18075,-711.54931,610.65044,-568.46113,-531.79619,569.83532,-743.87140,-711.47885,603.32786,-675.64024,-366.64338,987.46074,-600.16633,-335.59283,908.53710,-461.45422,-322.17235,914.57453,-751.76294,-316.40458,847.42110,-581.54402,-313.20683,847.17220,-624.47608,-395.14448,721.62696,-325.50326,-451.24984,610.30978,-351.78177,-430.87148,654.35894,-284.53207,-320.65575,663.27842,-313.47160,-216.71180,668.93082,-353.55588,-212.04039,624.24817,-351.17832,-350.72568,801.98582,-826.53795,-491.81682,629.06783,-842.20168,-483.52431,657.65533,-910.13235,-370.15154,656.84970,-900.86999,-259.58222,648.56648,-861.15779,-257.87479,611.86948,-866.35701,-609.09626,509.31566,-514.87020,-598.57787,503.74470,-714.80633,-606.34609,505.90364,-517.69001,-606.23451,494.29394,-687.60770,0.57000000,0.01202941,0.01672584,0.03744727,0.57000000,-5.09057740,-0.03774766,0.49196169,-0.53788224,0.57745909,-0.61457222,87.35855667,-5.35837948,4.76779916,89.59698903,1.56376246,15.61616493,-0.00969045,-7.04901898,87.69556136,-6.63714984,-0.32154899,89.89864652,1.56902737,11.09967202,-1.39617625,-7.04901898,-45.62353320,1.16825263,-1.07680510,31.61093104,-21.04137774,-4.37720551,122.45206448,88.71997639,19.11427135,-14.62738942,-9.63099561,124.48102924,91.55761281
59,0.58000000,-239.40459,450.78725,-425.23682,-212.82116,387.21456,-398.04669,-272.53633,93.21771,-430.86255,-338.80958,54.33222,-466.97056,-167.37806,49.41161,-405.59291,-127.26712,73.82102,-460.49369,-236.79895,446.68233,-809.40674,-189.34960,384.58739,-815.31214,-267.77645,93.92699,-788.84389,-339.64034,56.35149,-740.34889,-174.60637,45.46591,-807.44521,-128.53621,73.09873,-753.45223,-227.15208,276.93889,-393.69116,-286.07191,394.96500,-412.63514,-308.21670,281.63439,-410.00290,-275.14512,402.29349,-834.92502,-286.41739,280.72144,-834.12633,-516.92357,577.79473,-480.87337,-406.52968,566.57216,-457.65555,-399.46396,522.98522,-404.15386,-542.44420,500.42355,-403.89631,-429.18943,474.42874,-397.21121,-502.23109,562.44828,-787.57880,-365.80903,547.61025,-794.72255,-522.16387,451.69544,-819.62111,-379.84793,444.29598,-824.99954,-535.00358,582.15248,-484.04752,-704.74424,614.85402,-568.40621,-524.82290,570.36376,-742.64684,-704.46493,608.13849,-675.73400,-349.66732,987.28698,-600.25372,-323.27604,907.31071,-462.85803,-308.98793,912.62182,-750.87422,-305.06634,845.37522,-581.38820,-302.06231,844.89312,-624.18340,-381.30939,722.70980,-323.65559,-436.42087,611.34730,-348.38507,-416.49338,655.90207,-281.46612,-307.03176,665.32719,-312.56256,-204.09333,671.46751,-354.79750,-198.80262,626.96107,-351.83171,-336.34197,800.71704,-826.69221,-478.17369,628.56171,-845.63604,-468.92580,657.88960,-913.25050,-355.64629,657.50937,-902.10530,-245.81207,649.79930,-860.45253,-243.70097,613.19519,-865.93249,-604.52659,512.52533,-513.56460,-592.85298,505.80626,-713.40182,-600.91089,507.16137,-516.23683,-600.46506,496.48938,-686.88748,0.58000000,0.01196457,0.01668070,0.03821405,0.58000000,-6.33416494,-0.18248181,0.14288745,-0.53143008,0.57880436,-0.61343604,87.96387878,-4.82884256,4.62145212,89.48787135,1.56185800,15.81556906,-0.57517464,-7.06166656,88.40433919,-7.38044538,-0.35934938,90.04128866,1.57151695,12.10079951,-0.23562208,-7.06166656,-45.33716572,0.99651775,-1.02436308,33.19738502,-21.61641799,-3.28931185,122.88303446,88.59113812,20.14651560,-15.60306579,-9.35824576,125.15536472,91.54432999
60,0.59000000,-235.00544,449.21513,-426.10237,-208.81455,386.10114,-398.47884,-271.98484,92.82904,-430.93816,-338.47473,54.56467,-467.02905,-167.27405,48.68283,-405.34295,-126.80822,73.04589,-460.03234,-232.65331,445.27443,-810.22976,-185.17680,382.82652,-815.77507,-267.30643,93.68461,-788.87909,-339.42496,56.39791,-740.26582,-174.38877,44.74595,-807.50538,-128.14961,72.29423,-753.67486,-224.30298,276.16221,-393.78796,-281.87481,394.67665,-413.26025,-305.21938,281.67910,-410.50651,-270.57914,401.35336,-836.38621,-283.04723,279.89408,-835.30421,-511.61964,579.13082,-479.27988,-401.11922,566.81985,-457.03476,-394.36081,522.02626,-404.00385,-537.78111,501.10353,-403.46103,-424.67750,473.66425,-398.00281,-496.70645,563.62055,-788.34140,-360.33538,546.93970,-795.98739,-517.95640,452.66389,-819.07811,-375.77073,443.51252,-825.19435,-528.60096,584.65002,-481.32780,-697.61466,619.13634,-568.39641,-518.35575,570.87811,-741.08909,-697.39783,613.00231,-675.63211,-335.87065,986.48858,-600.46361,-311.87741,906.38151,-463.67586,-296.32841,910.94158,-750.08079,-294.35351,843.65056,-581.42205,-291.19233,843.06717,-623.99962,-367.66873,724.10058,-322.00204,-421.58213,611.99368,-344.77592,-401.90383,657.79781,-278.33687,-293.24940,667.85066,-311.79944,-191.51184,674.59179,-356.31600,-185.52540,630.30291,-352.78611,-322.05651,799.51051,-826.74944,-464.25745,628.00554,-848.71413,-454.13427,658.01101,-916.22652,-340.95988,658.30531,-903.16116,-231.92941,651.32529,-859.52519,-229.29754,614.87552,-865.51082,-599.77941,515.97424,-511.92474,-587.18863,507.85945,-711.65747,-595.22061,508.49166,-514.02873,-594.87453,498.67869,-685.56318,0.59000000,0.01188288,0.01662366,0.03910790,0.59000000,-7.48578132,-0.27673600,-0.21507188,-0.52486959,0.58013204,-0.61203221,88.47536107,-4.19262102,4.61627498,89.42720100,1.56079910,16.20662091,-0.96809625,-7.06571304,89.01921878,-8.09787942,-0.47316016,90.19551796,1.57420876,12.53271988,-0.10005062,-7.06571304,-44.99537946,0.73532425,-0.84197981,34.64126644,-22.19306099,-2.41568241,123.47407886,88.62659141,21.37823037,-16.53952240,-8.89217615,125.66135333,91.59973177
61,0.60000000,-230.11139,447.98853,-426.98427,-204.49665,384.99516,-399.05322,-271.39931,92.49188,-431.19962,-338.21075,54.76128,-467.16026,-167.12309,48.08375,-405.11876,-126.40116,72.18903,-459.80963,-228.18968,444.02883,-810.92164,-180.74761,381.18528,-816.05333,-267.06824,93.14166,-788.10655,-339.25855,56.43403,-740.15476,-174.24706,44.34825,-807.62128,-127.79072,71.57859,-753.74355,-221.27709,275.29704,-393.82520,-277.34041,394.62514,-414.01449,-302.20750,281.37177,-411.15150,-265.82480,400.44977,-837.38045,-279.62928,278.89262,-835.62471,-505.58313,580.34492,-477.99101,-395.19712,567.15956,-456.46149,-388.60894,521.08354,-403.97063,-532.24664,501.36474,-403.36400,-419.37280,472.96133,-398.79786,-491.03559,564.52798,-789.19217,-354.84640,546.57686,-797.11351,-513.54527,453.51270,-818.50189,-371.34373,442.94430,-824.94445,-521.15528,586.68198,-479.42472,-690.32028,623.37084,-568.14998,-511.94175,571.20826,-739.36254,-690.28910,617.76882,-675.41812,-323.79552,985.87528,-601.03637,-301.33295,906.13315,-464.20728,-284.41761,909.69153,-749.40156,-284.15724,842.56097,-581.51513,-280.73323,841.85573,-623.94145,-354.31922,725.88062,-320.42521,-407.66757,613.13142,-340.90949,-387.31898,660.22866,-274.87915,-279.56404,670.82125,-311.23863,-179.13467,678.20638,-358.10390,-172.42246,634.09911,-354.00827,-308.38019,798.63408,-826.51247,-450.21421,627.42966,-851.60610,-439.23641,658.05679,-919.17531,-326.21054,659.19273,-903.91340,-218.07675,653.17175,-858.39807,-214.79966,616.80812,-864.83930,-594.45939,519.17996,-510.45860,-581.63991,509.77195,-710.11833,-589.05553,509.91424,-512.39418,-589.00544,500.94060,-684.13188,0.60000000,0.01182063,0.01658006,0.03974963,0.60000000,-8.60771587,-0.40260958,-0.37154347,-0.51810692,0.58125789,-0.61101293,88.98383944,-3.77145152,4.56324512,89.49468710,1.56197695,16.59811502,-1.48469430,-7.06972007,89.63826494,-8.53902843,-0.52528332,90.39985870,1.57777518,13.15595913,0.02513076,-7.06972007,-44.50040877,0.64742766,-0.81300830,36.00256836,-22.89190100,-1.27142865,123.98593814,88.68108982,22.59734047,-17.46773972,-8.30225044,126.03281092,91.65533792
