Frame#,Time,X1,Y1,Z1,X2,Y2,Z2,X3,Y3,Z3,X4,Y4,Z4,X5,Y5,Z5,X6,Y6,Z6,X7,Y7,Z7,X8,Y8,Z8,X9,Y9,Z9,X10,Y10,Z10,X11,Y11,Z11,X12,Y12,Z12,X13,Y13,Z13,X14,Y14,Z14,X15,Y15,Z15,X16,Y16,Z16,X17,Y17,Z17,X18,Y18,Z18,X19,Y19,Z19,X20,Y20,Z20,X21,Y21,Z21,X22,Y22,Z22,X23,Y23,Z23,X24,Y24,Z24,X25,Y25,Z25,X26,Y26,Z26,X27,Y27,Z27,X28,Y28,Z28,X29,Y29,Z29,X30,Y30,Z30,X31,Y31,Z31,X32,Y32,Z32,X33,Y33,Z33,X34,Y34,Z34,X35,Y35,Z35,X36,Y36,Z36,X37,Y37,Z37,X38,Y38,Z38,X39,Y39,Z39,X40,Y40,Z40,X41,Y41,Z41,X42,Y42,Z42,X43,Y43,Z43,X44,Y44,Z44,X45,Y45,Z45,X46,Y46,Z46,X47,Y47,Z47,X48,Y48,Z48,X49,Y49,Z49,X50,Y50,Z50,X51,Y51,Z51,time,total_squared_error,marker_error_RMS,marker_error_max,time,pelvis_tilt,pelvis_list,pelvis_rotation,pelvis_tx,pelvis_ty,pelvis_tz,hip_flexion_r,hip_adduction_r,hip_rotation_r,knee_angle_r,knee_angle_r_beta,ankle_angle_r,subtalar_angle_r,mtp_angle_r,hip_flexion_l,hip_adduction_l,hip_rotation_l,knee_angle_l,knee_angle_l_beta,ankle_angle_l,subtalar_angle_l,mtp_angle_l,lumbar_extension,lumbar_bending,lumbar_rotation,arm_flex_r,arm_add_r,arm_rot_r,elbow_flex_r,pro_sup_r,arm_flex_l,arm_add_l,arm_rot_l,elbow_flex_l,pro_sup_l
756,7.55000000,-229.86728,467.69426,-444.47270,-222.54768,395.70250,-415.77226,-277.18748,94.55344,-433.32774,-342.46741,54.19604,-472.47274,-175.05487,51.44324,-401.15041,-132.00398,77.37602,-453.11032,-234.19135,463.74199,-792.29919,-204.94555,394.84116,-800.52020,-279.15522,93.44935,-790.90701,-347.74266,55.30320,-742.64018,-185.76552,49.00837,-812.34052,-140.06785,83.44363,-763.14395,-236.12629,285.66290,-404.80583,-294.90302,402.21613,-432.65618,-316.09565,288.01569,-425.35433,-291.21553,413.67657,-818.62803,-301.59119,292.33272,-826.18154,-278.59865,775.07850,-484.38166,-230.60608,675.12070,-463.62740,-266.20850,640.62700,-417.01269,-365.83809,747.63444,-415.29271,-322.75598,638.38994,-413.46948,-280.44890,753.09596,-786.06569,-224.18241,626.35802,-789.40330,-386.93361,709.14755,-809.51506,-321.89860,583.36965,-811.89037,-329.38900,909.95173,-492.02038,-510.78601,900.47773,-564.45117,-327.77628,903.50788,-744.13625,-512.84467,896.73445,-672.59647,-444.38871,1378.11844,-613.52731,-375.97262,1334.56910,-462.91306,-372.04471,1343.22346,-774.41493,-316.79433,1309.32105,-598.03834,-316.18670,1308.19594,-641.42371,-426.57204,1108.26970,-377.10408,-487.60794,1012.57555,-432.03331,-463.46067,1030.73824,-357.90751,-355.47408,984.22636,-383.43692,-260.25348,939.94622,-421.81828,-273.75052,898.12470,-412.89331,-363.88803,1222.33586,-842.90318,-483.33233,1027.82439,-833.13385,-461.99262,1041.50881,-902.59411,-351.09511,1025.54255,-872.56324,-250.04486,1002.84845,-811.08600,-251.08272,966.54008,-820.01626,-383.65900,825.60957,-516.55246,-379.53872,824.22049,-716.79782,-377.38420,821.36569,-523.59706,-380.55013,815.60856,-689.92134,7.55000000,0.01052158,0.01564251,0.03120761,7.55000000,6.31832535,0.64432315,1.98496471,-0.33517527,0.89035284,-0.61796356,17.07562009,-3.60615164,4.68510941,30.36441526,0.52995902,9.33300960,-13.12809107,-7.49999987,19.73528136,-2.71053858,-1.41735414,34.38819715,0.60018726,12.66414681,-0.18563866,-7.49999987,-16.76998252,-0.78750822,-2.22670173,-11.18096003,-5.92432845,0.37523987,88.98596956,98.94008984,-12.05937230,-12.96562851,5.66894530,108.01212914,95.58959375
757,7.56000000,-234.21337,468.56801,-445.23512,-226.36267,396.63227,-416.41465,-277.59084,94.66600,-433.38027,-342.57779,54.04823,-472.06920,-175.27522,51.97077,-401.39418,-132.29051,78.18706,-453.28543,-238.17524,465.20304,-791.35348,-209.20365,396.29902,-799.16578,-279.90601,93.59163,-790.80302,-348.18669,54.99714,-742.64407,-186.10427,49.88233,-812.21708,-140.78804,84.87477,-763.00234,-238.36647,286.44415,-405.25324,-298.75772,402.31615,-433.49566,-318.41050,287.40850,-425.87104,-295.60891,414.30108,-817.52465,-304.64992,292.69495,-825.28370,-272.62477,778.50579,-484.76430,-227.96868,676.87719,-464.79461,-264.02704,643.70375,-417.84866,-360.11909,753.90138,-415.03371,-320.61023,643.04065,-413.92456,-274.79813,755.84919,-785.24045,-222.85379,627.28633,-787.87987,-382.34668,715.48802,-810.16012,-321.62498,587.47172,-811.06956,-322.08775,916.95900,-490.88677,-503.86212,904.79812,-564.50137,-320.93729,910.40978,-744.06121,-505.94117,900.97962,-672.54863,-448.09263,1383.41380,-613.36330,-379.41703,1340.55683,-462.82768,-375.26646,1349.52118,-774.52677,-319.50282,1316.73297,-597.94002,-319.06307,1315.33632,-641.61259,-431.80906,1113.88983,-379.06372,-492.24473,1018.67122,-436.77913,-469.91022,1036.71394,-361.38870,-361.87449,987.44632,-384.30749,-266.43792,941.14925,-419.25401,-280.94488,899.70025,-410.11992,-369.37686,1229.06608,-843.05376,-490.67262,1035.73402,-828.61901,-472.45143,1049.15080,-898.71157,-360.76524,1030.25327,-873.03901,-258.23010,1004.43611,-815.22269,-260.69458,968.22770,-823.75300,-375.61237,831.79243,-516.20928,-371.37327,830.40620,-716.45140,-369.07522,827.37073,-522.55754,-372.28915,821.46779,-689.57568,7.56000000,0.01020404,0.01540465,0.03079528,7.56000000,6.70057654,0.68952361,1.95284042,-0.32881817,0.89618728,-0.61776600,14.85207077,-3.50151494,5.11789185,27.92102797,0.48731387,9.10000943,-12.90887576,-7.49999987,17.66173320,-2.58387475,-1.31453988,32.26653442,0.56315726,12.74242994,0.12664884,-7.49999987,-15.71180036,-0.87648733,-2.13440638,-13.08757427,-4.96824464,-1.33927751,87.76024748,98.81011946,-14.75488562,-12.05479024,3.89817856,107.19693767,95.47778544
758,7.57000000,-238.46898,469.38886,-446.26293,-230.29954,397.45259,-417.12491,-278.54926,94.81405,-433.36610,-342.78986,53.77178,-471.34176,-175.75963,52.82973,-401.46243,-132.92969,79.58447,-453.27825,-242.55168,466.16776,-789.60740,-213.53096,397.75332,-797.66624,-280.80359,93.88675,-790.82770,-348.64503,54.65797,-742.79785,-186.48582,50.79921,-812.04069,-141.59768,86.58737,-763.27644,-241.09438,287.39214,-405.87315,-302.53682,402.51768,-434.10498,-321.38958,287.42108,-426.13142,-300.06819,415.00668,-816.35635,-308.07064,293.14679,-824.21311,-266.88632,781.50120,-484.99620,-225.57977,678.36577,-465.69292,-262.12029,646.32490,-418.69416,-354.76686,759.23582,-414.84998,-318.68564,647.21820,-414.42102,-269.57935,758.21942,-784.46357,-221.87863,627.98085,-786.43362,-378.12601,721.19242,-810.43855,-321.71827,591.23954,-809.97209,-315.38184,922.88777,-490.20120,-497.14973,908.48607,-564.60551,-314.12019,916.35891,-743.93319,-499.29220,904.59461,-672.52292,-451.69517,1387.52863,-613.57239,-382.95354,1345.70746,-462.54915,-378.29276,1354.63633,-774.68832,-322.22704,1322.89729,-597.77602,-321.81225,1321.40754,-641.71983,-436.55260,1118.89643,-380.66328,-496.40246,1023.82106,-440.78656,-475.70611,1041.80483,-364.75966,-367.75470,990.15865,-384.95805,-272.31982,942.00662,-416.54420,-287.69278,900.91555,-407.22785,-374.37181,1234.72861,-843.30041,-496.56132,1042.11622,-824.36977,-482.32378,1055.89326,-894.97681,-370.38441,1034.18198,-873.21320,-266.14109,1005.81533,-819.56191,-269.97397,969.81408,-827.75651,-368.06057,837.05148,-515.98769,-363.58477,835.72995,-716.22502,-361.22441,832.63093,-521.87005,-364.54741,826.59500,-689.24970,7.57000000,0.00978424,0.01508445,0.03024946,7.57000000,7.18153062,0.73565431,1.90977824,-0.32280229,0.90152239,-0.61759758,12.58086929,-3.40305472,5.61261111,25.57350117,0.44634180,8.94276305,-13.01947715,-7.49999987,15.47331926,-2.43414954,-1.16709563,30.09806472,0.52531033,12.90652127,0.26769656,-7.49999987,-14.89359661,-0.98578523,-2.20261489,-14.74902813,-4.12248796,-2.85011845,86.59100689,98.73702556,-17.37885995,-11.08748508,1.85571976,106.65475602,95.39172748
759,7.58000000,-242.50128,470.35724,-447.43819,-234.49271,398.37760,-418.00353,-279.55829,94.97176,-433.19855,-343.10495,53.49093,-470.93864,-176.20301,53.64517,-401.38561,-133.66832,80.94481,-453.17216,-247.12404,467.06982,-787.68241,-218.04692,399.23688,-796.14372,-281.67320,94.21016,-790.83528,-349.02091,54.39212,-743.07832,-186.93273,51.77826,-812.00390,-142.39462,88.30347,-763.88107,-244.37410,288.46759,-406.69351,-306.70494,402.73314,-434.59403,-324.90055,287.77225,-426.36196,-304.65471,415.73307,-814.96350,-311.37101,293.86757,-823.38987,-261.43868,784.14468,-484.98357,-223.29315,679.64845,-466.42030,-260.50773,648.48728,-419.57859,-349.80381,763.83452,-414.71286,-317.01940,650.85836,-414.88979,-264.83422,760.24154,-784.00879,-221.30464,628.45071,-784.98914,-374.36865,726.25944,-810.52430,-322.15785,594.69066,-808.92206,-309.58571,927.37295,-490.67265,-490.69814,911.51328,-564.67129,-307.85073,921.11165,-744.17092,-492.92067,907.50649,-672.48752,-455.20499,1390.51137,-614.08913,-386.48264,1349.97326,-462.28041,-381.13504,1358.62275,-774.98002,-324.91359,1327.83594,-597.68967,-324.40678,1326.44231,-641.70340,-440.62801,1123.17341,-382.06339,-499.28807,1028.36019,-444.15173,-480.81078,1045.95070,-368.02533,-373.04968,992.57865,-384.95989,-277.80376,942.45325,-413.68365,-294.01364,901.65891,-404.53824,-378.99610,1239.23339,-843.43021,-502.44322,1047.67976,-820.41410,-491.61587,1061.60390,-891.28633,-379.76844,1037.37051,-873.27870,-273.67358,1007.02186,-823.92083,-278.72315,971.11719,-831.56674,-361.11789,841.14174,-516.22740,-356.67754,839.97572,-716.46845,-354.34562,837.04698,-522.17824,-357.79171,830.83285,-689.38877,7.58000000,0.00921363,0.01463798,0.02963944,7.58000000,7.64077855,0.79578597,1.92885223,-0.31733288,0.90609793,-0.61772039,10.43539880,-3.37411144,5.99850910,23.33434369,0.40726113,8.23090072,-13.95220449,-7.49999987,13.42788400,-2.21167236,-0.82101431,28.02985145,0.48921320,12.83435919,-0.13483781,-7.49999987,-14.17373207,-1.13893190,-2.83076359,-15.77099556,-3.70785871,-3.43337705,85.25757502,98.92311627,-20.32515531,-9.93056679,-0.71755857,106.67463997,95.46236051
760,7.59000000,-246.50295,471.50168,-448.43172,-238.80354,399.46975,-418.92479,-280.38574,95.14323,-432.95222,-343.47602,53.24105,-470.92659,-176.44998,54.28042,-401.45290,-134.33120,82.16832,-453.02656,-251.74670,468.10655,-786.05357,-222.62566,400.70654,-794.61128,-282.49623,94.47035,-790.76634,-349.37878,54.19595,-743.31041,-187.38056,52.91239,-812.31088,-143.18704,89.85220,-764.23834,-247.76886,289.56824,-407.45292,-311.25633,403.04613,-435.16566,-328.38034,288.09202,-426.69623,-309.36253,416.33412,-813.43704,-314.50005,294.59200,-822.69574,-256.54476,786.35558,-484.54487,-221.18447,680.64714,-467.01025,-259.19196,650.19669,-420.32378,-345.29889,767.92063,-414.40496,-315.63660,653.95342,-415.33783,-260.69159,761.86271,-784.00626,-221.21240,628.74628,-783.74628,-371.09284,730.72582,-810.50831,-322.87043,597.68665,-807.72838,-304.39577,930.84225,-491.71928,-484.60474,913.92198,-564.61986,-301.60926,925.17536,-744.17117,-486.80390,909.78862,-672.45669,-458.66217,1392.43555,-614.45270,-389.79812,1353.26228,-462.15522,-383.68674,1361.56606,-775.41079,-327.34981,1331.85612,-597.71604,-326.76123,1330.57794,-641.72103,-444.30278,1126.49740,-383.47085,-501.31613,1032.14393,-446.86371,-485.37605,1049.33870,-370.66087,-377.84027,994.50918,-384.41456,-282.79098,942.46220,-410.69399,-299.91910,901.94491,-401.96458,-383.12805,1242.55349,-843.40821,-508.63423,1052.65996,-816.49035,-500.24429,1066.30344,-887.56382,-388.46084,1040.02292,-873.57720,-280.79746,1007.92063,-828.19161,-287.14765,971.87259,-835.10110,-354.63762,844.36353,-516.56549,-350.12685,843.52550,-716.80543,-348.07350,840.94619,-522.96843,-351.46919,834.56350,-689.48128,7.59000000,0.00857506,0.01412162,0.02856699,7.59000000,7.84548240,0.87395972,1.90251222,-0.31214853,0.90974779,-0.61785707,8.76182056,-3.42462642,6.25734576,21.40085732,0.37351542,8.24621884,-13.79300489,-7.49999987,11.75866902,-2.01717487,-0.67434684,26.11372835,0.45577054,13.07020390,-0.10393587,-7.49999987,-13.16413389,-1.27758002,-2.79865579,-17.16390083,-3.07598722,-4.92430765,84.09589981,98.84854946,-22.50413354,-8.97215790,-2.48690541,106.10026585,95.34352483
761,7.60000000,-250.73866,472.55110,-449.18100,-242.99657,400.51573,-419.79640,-281.09119,95.29525,-432.84200,-343.83006,52.98259,-471.00965,-176.67022,54.83011,-401.76057,-134.88189,83.32718,-452.95804,-256.30832,469.18453,-784.81558,-227.09872,402.07081,-792.98005,-283.28678,94.66736,-790.69087,-349.75253,54.02401,-743.42285,-187.78435,53.89382,-812.56531,-143.95198,91.17032,-764.18818,-250.82128,290.43452,-408.06450,-315.78993,403.31515,-435.79137,-331.41363,288.17180,-426.91044,-314.08454,416.74348,-811.84216,-317.81618,295.00246,-821.64305,-252.30908,788.07554,-483.67704,-219.44786,681.39108,-467.27033,-258.23825,651.56228,-420.81300,-341.29462,771.41148,-414.08171,-314.57209,656.63614,-415.78110,-257.11392,762.96129,-784.13017,-221.51405,628.85267,-782.82173,-368.27376,734.58940,-810.41972,-323.84241,600.17769,-806.27715,-299.30974,933.93156,-492.22581,-478.92223,915.67167,-564.48900,-294.87642,929.11565,-743.10674,-480.99661,911.44124,-672.49886,-461.94779,1393.50423,-614.56401,-392.76807,1355.65131,-461.97911,-385.95789,1363.51874,-775.88602,-329.48278,1335.17315,-597.74853,-328.87682,1333.90685,-641.83431,-447.64470,1128.76994,-384.91798,-503.54049,1034.93248,-448.85059,-489.45208,1051.98991,-372.49737,-382.25019,995.65369,-383.48367,-287.28854,942.02397,-407.56650,-305.35968,901.81413,-399.34026,-386.65126,1244.70124,-843.22289,-514.38228,1056.60888,-812.55288,-508.08624,1070.08131,-883.85757,-396.35987,1042.19193,-874.13525,-287.52152,1008.34935,-832.45947,-295.32832,971.97479,-838.43917,-348.42553,847.11978,-516.44444,-343.21655,846.80792,-716.66331,-341.72590,844.62727,-523.19769,-344.90520,838.14574,-688.68485,7.60000000,0.00796674,0.01361150,0.02737983,7.60000000,8.26001183,0.99081711,1.70962132,-0.30710509,0.91322294,-0.61749431,6.92149111,-3.49233860,6.52126215,19.46839230,0.33978755,8.18223241,-13.62415222,-7.49999987,9.83630932,-1.88222836,-0.89053484,24.14797530,0.42146168,13.14017589,0.03330165,-7.49999987,-12.46481364,-1.51227883,-2.70902021,-18.33682433,-2.63173486,-6.03051074,83.03675903,98.79076293,-24.61225836,-8.03780317,-4.32796219,105.70968685,95.20011221
762,7.61000000,-255.09735,473.27985,-449.78465,-246.89074,401.30842,-420.61811,-281.76200,95.41627,-432.91927,-344.09298,52.72216,-471.03593,-177.06243,55.24803,-402.24731,-135.33014,84.28618,-452.99650,-260.77579,470.11908,-783.63287,-231.43853,403.20625,-791.25661,-284.02457,94.83601,-790.52217,-350.08279,53.82163,-743.44827,-188.21117,54.43147,-812.26259,-144.59844,92.24596,-764.11979,-253.44357,290.92377,-408.64624,-319.97005,403.23897,-436.35515,-334.03036,288.04016,-426.92964,-318.64063,416.96269,-810.09818,-321.21235,295.19953,-820.27825,-248.34540,789.41221,-482.74421,-218.14083,681.89687,-467.01953,-257.76141,652.62001,-421.15886,-337.81875,774.26099,-413.93400,-313.94947,658.98766,-416.16971,-253.96895,763.55075,-784.25476,-222.01531,628.64864,-782.11576,-365.97077,737.80450,-810.33859,-325.04817,602.29643,-804.96816,-294.19816,936.60653,-492.10877,-473.61371,916.80351,-564.44500,-288.91177,932.55121,-741.95349,-475.66754,912.36384,-672.56555,-464.90892,1393.91928,-614.66772,-395.47402,1357.32756,-461.71190,-388.08176,1364.55036,-776.33935,-331.34622,1337.73898,-597.75377,-330.78926,1336.35787,-641.95605,-450.47283,1130.23880,-385.81294,-505.92993,1036.88099,-450.25434,-492.92325,1053.82025,-373.70341,-386.25718,995.96688,-382.20836,-291.35396,941.11084,-404.26055,-310.27104,901.18761,-396.83603,-389.55201,1245.78776,-842.92903,-519.34729,1059.25681,-808.96927,-515.06718,1072.91757,-880.32776,-403.56884,1043.64856,-874.69796,-293.76998,1008.16253,-836.72245,-302.62976,971.74959,-841.82274,-342.48404,849.38317,-516.17507,-336.67122,849.55699,-716.37677,-335.62624,847.78055,-522.75547,-338.75866,841.01455,-687.55264,7.61000000,0.00742195,0.01313786,0.02616408,7.61000000,8.79354929,1.08253165,1.55439925,-0.30241738,0.91629944,-0.61701714,5.00199642,-3.54174082,6.61372925,17.56888545,0.30663490,8.07253802,-13.48394535,-7.49999987,7.86783668,-1.79957147,-1.22886482,22.25533084,0.38842880,13.12510427,0.37957441,-7.49999987,-11.99690583,-1.74098870,-2.72424361,-19.31208614,-2.35932622,-6.82637471,82.00192562,98.71832200,-26.52135814,-7.13850467,-6.20194118,105.44692116,95.02674686
763,7.62000000,-259.15676,473.75846,-450.30136,-250.45450,401.85815,-421.30372,-282.27952,95.50782,-433.05620,-344.19199,52.56045,-471.04302,-177.44935,55.44107,-402.65968,-135.62295,84.77891,-453.06239,-265.24796,470.61145,-781.75838,-235.59185,404.11458,-789.63130,-284.62523,95.02235,-790.18948,-350.30181,53.58746,-743.40245,-188.63933,54.73398,-811.70845,-145.06615,93.02813,-764.19877,-255.81825,291.27832,-409.23937,-323.58932,402.89574,-436.83398,-336.45289,287.77190,-427.13227,-322.92465,416.99478,-808.16754,-324.21465,295.37544,-819.02449,-244.38893,790.38935,-482.03146,-217.10250,682.07377,-466.35424,-257.74119,653.19570,-421.54332,-334.96627,776.56384,-413.78072,-313.81655,660.87716,-416.55467,-251.36405,763.72322,-784.56331,-222.65215,628.07606,-781.53748,-364.16875,740.28025,-810.11618,-326.38717,604.05657,-803.88068,-289.27871,938.59638,-491.94864,-468.72347,917.43278,-564.61570,-284.40187,934.91665,-741.52631,-470.96177,912.76626,-672.73340,-467.54883,1393.72312,-614.74445,-398.00922,1358.34235,-461.54557,-390.14798,1364.80903,-776.79459,-332.93595,1339.47196,-597.79153,-332.47197,1337.93485,-642.05173,-452.80744,1131.13335,-385.76718,-507.89926,1038.05666,-451.10794,-495.71529,1054.85025,-374.31686,-389.71633,995.56292,-380.65022,-294.92332,939.74328,-400.77074,-314.59291,899.97648,-394.59960,-391.92818,1245.98277,-842.64746,-523.63035,1060.78173,-806.01719,-521.13383,1074.75441,-877.21247,-409.98897,1044.20233,-875.10561,-299.37361,1007.23224,-840.73825,-308.71176,971.25667,-845.10080,-337.07011,850.99311,-516.18330,-331.22484,851.42437,-716.38667,-330.18634,849.93408,-522.30102,-333.59648,842.82788,-686.88886,7.62000000,0.00690278,0.01267004,0.02480821,7.62000000,9.25515009,1.13097001,1.51594889,-0.29832946,0.91866234,-0.61684224,3.26160648,-3.56361026,6.62525385,15.76411324,0.27513568,7.39709602,-13.89585676,-7.49999987,6.14675102,-1.72596464,-1.53834666,20.54976532,0.35866107,13.26011298,0.97804900,-7.49999987,-11.55763388,-1.86649612,-2.72894477,-20.18308803,-2.21814532,-7.59237819,81.02179979,99.02405775,-28.06447020,-6.39115050,-7.78514978,105.06538679,94.51142973
764,7.63000000,-262.62206,474.12749,-450.64120,-253.72038,402.26799,-421.75343,-282.44666,95.49299,-433.22477,-344.14159,52.53442,-471.08160,-177.52468,55.44860,-402.71538,-135.68165,84.70664,-453.13090,-269.54599,470.62404,-779.26651,-239.40084,404.87534,-788.29173,-285.03433,95.19986,-789.80805,-350.40409,53.37742,-743.25894,-188.94617,55.09657,-811.45975,-145.41425,93.51673,-764.12052,-258.08359,291.71631,-409.70365,-326.60030,402.61237,-437.15493,-338.72302,287.36352,-427.73196,-326.90870,416.86279,-806.21358,-326.80551,295.40970,-817.81311,-240.87142,790.81539,-481.20211,-216.17950,681.88692,-465.51651,-258.01748,653.24916,-421.84228,-332.78249,778.27795,-413.53231,-314.01773,662.11123,-417.05625,-249.54217,763.49072,-784.95009,-223.40903,627.28624,-781.14659,-362.72908,742.02918,-809.66445,-327.70255,605.29084,-802.58768,-284.76371,939.87946,-491.80617,-464.38958,917.49048,-564.96856,-280.28342,936.16239,-741.35725,-466.79488,913.05760,-673.21898,-469.87150,1392.94219,-614.63872,-400.27697,1358.63473,-461.44464,-392.16389,1364.45970,-777.29965,-334.21463,1340.42976,-597.84514,-333.87435,1338.83545,-642.13695,-454.75768,1131.45716,-385.19507,-509.36145,1038.40059,-451.31863,-497.93444,1055.16705,-374.37458,-392.53258,994.63315,-378.88909,-297.88324,937.97786,-397.24204,-318.24039,898.27770,-392.27076,-393.94198,1245.39465,-842.37967,-527.17345,1061.40666,-803.54384,-526.19738,1075.59294,-874.63078,-415.46780,1043.88244,-875.45851,-304.20751,1005.57956,-844.31929,-314.06964,969.95628,-847.67983,-332.41224,851.91087,-516.31790,-326.46053,852.45518,-716.52035,-325.09881,850.66421,-522.28745,-328.75422,843.91913,-686.85406,7.63000000,0.00642579,0.01222445,0.02449343,7.63000000,9.55239947,1.22090949,1.55696734,-0.29466981,0.92021070,-0.61693149,1.95082121,-3.73883473,6.05634220,14.38855431,0.25112765,7.82966835,-12.69721626,-7.49999987,4.69225351,-1.48588630,-1.34516635,18.90287187,0.32991735,13.24813704,0.72299800,-7.49999987,-11.00704782,-2.01205269,-2.76421083,-20.95099005,-2.17019625,-8.09278423,80.24833117,96.61970828,-29.31668229,-5.80465027,-8.91748654,104.83247230,92.09431257
765,7.64000000,-265.44393,474.37742,-450.58085,-256.60576,402.52596,-422.01240,-282.32023,95.29387,-433.45839,-344.03823,52.55160,-471.13458,-177.33880,55.24716,-402.53551,-135.53015,84.28399,-453.16023,-273.14173,470.45530,-777.27634,-242.70693,405.39809,-787.23527,-285.31655,95.26863,-789.47620,-350.43393,53.22119,-743.00747,-189.08065,55.48871,-811.51926,-145.70730,93.73428,-763.60346,-260.15457,292.03869,-409.90560,-329.20213,402.36753,-437.32350,-340.66224,286.78156,-428.43211,-330.45970,416.60039,-804.50864,-329.31966,295.04579,-816.23828,-238.22056,790.63081,-479.91193,-215.41416,681.37634,-464.55123,-258.48982,653.03562,-421.68999,-331.14625,779.32768,-413.39956,-314.33637,662.74511,-417.57303,-248.26561,762.92979,-785.32637,-224.11843,626.45899,-781.08260,-361.64952,743.18254,-809.19152,-328.90696,605.93606,-801.08007,-280.68009,940.47708,-491.45724,-460.55972,916.90738,-565.36080,-276.65994,936.13924,-742.04933,-462.91904,913.07609,-673.72918,-471.79141,1391.70594,-614.49783,-402.18322,1358.27500,-461.25661,-394.15093,1363.58186,-777.81532,-335.12982,1340.74965,-597.83640,-334.96145,1339.19171,-642.20739,-456.27703,1131.26037,-384.50909,-510.42070,1038.06566,-450.98829,-499.69701,1054.87026,-374.06748,-394.74421,993.37857,-376.97077,-300.25911,935.77118,-393.99919,-321.16894,896.31357,-389.39505,-395.69824,1244.15707,-842.07897,-529.84147,1061.25196,-801.33923,-530.18256,1075.41981,-872.45261,-419.93911,1042.71034,-875.89761,-308.19923,1003.39124,-847.51383,-318.76650,967.72508,-849.71638,-328.32551,852.14421,-516.55677,-322.39133,852.50021,-716.75916,-320.48169,849.74667,-522.61725,-324.07295,843.90127,-687.90937,7.64000000,0.00595722,0.01177030,0.02493486,7.64000000,9.76821770,1.22847480,1.56894070,-0.29137465,0.92112677,-0.61701154,0.84192365,-3.79534849,5.58510924,13.07797075,0.22825365,7.35202813,-12.43895437,-7.49999987,3.53903191,-1.42851047,-1.61920702,17.57731482,0.30678202,13.13620742,0.93367950,-7.49999987,-10.47211113,-2.10213930,-2.99436463,-21.40476802,-2.41001448,-8.10564177,79.34676195,94.10918368,-30.54326957,-5.02682754,-10.29257052,104.57242398,89.91988577
766,7.65000000,-267.61818,474.37898,-450.20006,-258.91738,402.47198,-422.11725,-282.18807,94.98845,-433.64941,-343.92412,52.54951,-471.15109,-177.16281,54.81696,-402.32383,-135.31960,83.83023,-452.99570,-275.77287,470.20855,-776.30561,-245.39964,405.53642,-786.41763,-285.50687,95.19072,-789.21104,-350.39789,53.11894,-742.75077,-189.07570,55.63542,-811.57898,-145.85883,93.61143,-762.88527,-261.77499,291.99262,-409.85659,-331.48051,401.91346,-437.60147,-342.10028,286.02732,-428.94814,-333.33919,416.18339,-803.15468,-331.62968,294.30532,-814.49009,-236.13662,790.21542,-478.59291,-214.84518,680.61130,-463.34821,-259.04203,652.72181,-421.09561,-329.91720,779.83943,-413.43506,-314.64480,663.00855,-417.94373,-247.07714,762.26274,-786.00213,-224.62754,625.58364,-781.36008,-361.02413,743.78977,-808.73748,-330.04009,606.12078,-799.86307,-277.02926,940.39142,-491.08277,-457.13765,915.89017,-565.56067,-274.41100,934.97739,-744.07034,-459.38381,912.30906,-673.75403,-473.34157,1390.13051,-614.50266,-403.77315,1357.44715,-461.08524,-396.14861,1362.24038,-778.26060,-335.69037,1340.56206,-597.78008,-335.71002,1338.99517,-642.29919,-457.30057,1130.65313,-383.70305,-511.01274,1037.15646,-450.26273,-500.90542,1054.10800,-373.46146,-396.36003,991.81841,-374.92887,-302.09957,933.12882,-391.17704,-323.40018,894.18294,-386.08100,-397.21308,1242.53376,-841.85606,-531.61520,1060.31117,-799.49973,-533.05898,1074.25096,-870.56592,-423.30837,1040.61975,-876.33141,-311.20445,1000.72118,-850.31770,-322.24227,964.98140,-851.82721,-324.55582,851.77744,-516.97132,-319.45238,851.52192,-717.19518,-316.86881,847.98277,-522.87063,-320.32872,842.45517,-689.76551,7.65000000,0.00555326,0.01136423,0.02562258,7.65000000,9.94914062,1.18826677,1.78204420,-0.28865518,0.92137730,-0.61749928,-0.08604660,-3.83389113,4.88464081,12.06385225,0.21055394,7.33912338,-11.91548806,-7.49999987,2.69897536,-1.41740394,-1.66533505,16.66840786,0.29091860,13.38415636,1.25550492,-7.49999987,-10.02721181,-2.02229230,-3.00411535,-22.00295796,-2.44235039,-8.82894973,78.71529921,93.01344146,-31.14132279,-4.70929813,-10.96123498,103.88094504,88.94087771
