Frame#,Time,X1,Y1,Z1,X2,Y2,Z2,X3,Y3,Z3,X4,Y4,Z4,X5,Y5,Z5,X6,Y6,Z6,X7,Y7,Z7,X8,Y8,Z8,X9,Y9,Z9,X10,Y10,Z10,X11,Y11,Z11,X12,Y12,Z12,X13,Y13,Z13,X14,Y14,Z14,X15,Y15,Z15,X16,Y16,Z16,X17,Y17,Z17,X18,Y18,Z18,X19,Y19,Z19,X20,Y20,Z20,X21,Y21,Z21,X22,Y22,Z22,X23,Y23,Z23,X24,Y24,Z24,X25,Y25,Z25,X26,Y26,Z26,X27,Y27,Z27,X28,Y28,Z28,X29,Y29,Z29,X30,Y30,Z30,X31,Y31,Z31,X32,Y32,Z32,X33,Y33,Z33,X34,Y34,Z34,X35,Y35,Z35,X36,Y36,Z36,X37,Y37,Z37,X38,Y38,Z38,X39,Y39,Z39,X40,Y40,Z40,X41,Y41,Z41,X42,Y42,Z42,X43,Y43,Z43,X44,Y44,Z44,X45,Y45,Z45,X46,Y46,Z46,X47,Y47,Z47,X48,Y48,Z48,X49,Y49,Z49,X50,Y50,Z50,X51,Y51,Z51,time,pelvis_tilt,pelvis_list,pelvis_rotation,pelvis_tx,pelvis_ty,pelvis_tz,hip_flexion_r,hip_adduction_r,hip_rotation_r,knee_angle_r,knee_angle_r_beta,ankle_angle_r,subtalar_angle_r,mtp_angle_r,hip_flexion_l,hip_adduction_l,hip_rotation_l,knee_angle_l,knee_angle_l_beta,ankle_angle_l,subtalar_angle_l,mtp_angle_l,lumbar_extension,lumbar_bending,lumbar_rotation,arm_flex_r,arm_add_r,arm_rot_r,elbow_flex_r,pro_sup_r,arm_flex_l,arm_add_l,arm_rot_l,elbow_flex_l,pro_sup_l,time,total_squared_error,marker_error_RMS,marker_error_max
1128,11.27000000,-218.45135,463.58036,-412.25173,-186.74939,352.14372,-436.24802,-287.51710,86.77144,-460.52011,-337.26346,50.77890,-513.40760,-176.12810,39.46730,-429.04002,-139.85589,57.22048,-471.28499,-215.66679,471.93422,-761.83385,-177.49047,362.92899,-736.56000,-304.32957,95.42054,-783.96155,-351.81013,51.87428,-734.67410,-186.59187,36.71435,-808.14955,-146.56354,57.01776,-756.47458,-207.99508,242.54146,-453.02950,-240.31239,352.92738,-382.02135,-276.53762,249.35384,-407.69775,-234.22868,401.48420,-795.00404,-265.89529,285.62818,-816.09519,-214.38361,777.04078,-394.68446,-181.08255,672.99741,-399.94392,-217.56052,632.82191,-359.87280,-311.53882,742.04467,-350.96217,-272.82543,633.23791,-356.65827,-228.78942,766.17559,-736.91612,-179.36812,641.19610,-752.81978,-335.63326,739.38824,-761.32113,-282.68421,607.54904,-771.00006,-220.92901,915.96173,-420.61669,-392.70089,983.64463,-494.44281,-212.62423,914.71661,-663.07028,-390.79964,983.22580,-610.36356,-284.59539,1418.67601,-503.31888,-247.77802,1385.36094,-354.23644,-219.47482,1414.09308,-648.72873,-164.25262,1360.36458,-478.57224,-158.97955,1358.41985,-520.70602,-270.06354,1263.44771,-287.44152,-380.83081,1081.35068,-351.05837,-355.96139,1093.19025,-271.08599,-234.66868,1104.37697,-287.20981,-144.77020,1135.37746,-319.24384,-134.07486,1100.21090,-311.60941,-235.60152,1280.52203,-737.75615,-338.99607,1103.66897,-708.28673,-325.08904,1118.15982,-787.23502,-219.32386,1104.46769,-768.42979,-106.81654,1097.15410,-710.36276,-104.22132,1068.75799,-726.25593,-318.90339,857.71713,-448.71619,-307.88940,852.28629,-637.69561,-300.01863,857.88532,-455.63204,-297.39265,857.31106,-615.72302,11.27000000,-9.17675730,-1.52403269,-2.34656623,-0.24446576,0.92320064,-0.54314797,22.35262333,6.61940908,4.46812717,20.51019288,0.35797040,4.94753371,-17.13158108,-7.49999987,23.13104054,-10.32386565,-1.51885081,23.96817933,0.41832365,7.71058223,-2.28662828,-7.49999987,-8.40443272,7.56312482,-2.47202445,-8.56124318,-10.90015154,-2.04189185,134.05036057,99.62122651,-11.88544364,-3.50924232,-5.29279077,118.20245629,103.12820357,11.27000000,0.00500698,0.01079080,0.02240884
1129,11.28000000,-215.44039,462.52388,-413.13475,-183.80139,351.02177,-436.56659,-287.40787,86.81646,-460.63490,-337.19080,50.75541,-513.37556,-176.16914,39.41376,-429.13255,-139.90579,57.31492,-471.24797,-213.80136,471.36111,-762.71904,-175.64782,362.41321,-737.08887,-304.08580,95.39252,-783.89443,-351.78453,51.90382,-734.70033,-186.56983,36.72403,-808.19722,-146.52696,56.99342,-756.43430,-206.57178,241.88698,-453.23173,-237.37641,352.31381,-382.55065,-275.13782,249.03551,-407.87614,-232.11422,401.13943,-795.92836,-264.28895,285.18832,-816.60671,-217.78418,775.91087,-394.25001,-182.32054,672.67246,-399.32003,-218.14552,631.23561,-360.15927,-314.63453,738.71714,-351.83777,-273.48210,630.90774,-357.06373,-231.95389,765.14106,-737.49752,-180.36275,641.19245,-753.61505,-338.32391,736.52661,-761.91986,-282.99953,605.76347,-771.87855,-224.81939,912.23672,-420.90557,-395.77420,981.61733,-494.85157,-216.40598,911.34349,-663.15361,-393.85019,981.77941,-610.66953,-281.97328,1415.59500,-503.93642,-245.61319,1381.92832,-354.99667,-216.42269,1410.34231,-649.06385,-162.24986,1355.41296,-480.79643,-156.92994,1353.91533,-520.93379,-269.00134,1260.30409,-288.12010,-381.61907,1079.31070,-351.81276,-356.29157,1090.69723,-271.76572,-234.97050,1101.00466,-288.41922,-144.93313,1131.39958,-320.72128,-134.52724,1096.02451,-313.13459,-233.65030,1277.11654,-739.03719,-338.70309,1101.17451,-709.95245,-324.30751,1115.82724,-788.83676,-218.73020,1101.27601,-769.33809,-106.82177,1093.46539,-710.56661,-104.14007,1064.69073,-726.43137,-323.41334,855.01742,-449.20427,-312.24422,849.88299,-638.18267,-304.31236,854.63573,-456.19743,-301.65505,854.86099,-616.15601,11.28000000,-9.65117878,-1.34895321,-2.44838624,-0.24803560,0.92020754,-0.54336118,23.89659916,6.52906396,4.46622648,22.05859352,0.38499509,5.28879532,-17.66506695,-7.49999987,24.49644138,-10.26930139,-1.66466223,25.18262123,0.43951965,8.00690347,-2.54638703,-7.49999987,-8.74682361,7.29747447,-2.32658190,-8.31896011,-10.78103273,-1.84505045,134.18608504,99.71475516,-11.48605149,-3.91776828,-4.97381897,118.45089754,103.24746438,11.28000000,0.00507078,0.01085933,0.02230497
1130,11.29000000,-212.50481,461.55176,-413.49668,-180.85526,349.76660,-436.92539,-287.30424,86.81645,-460.75669,-337.20821,50.75260,-513.27933,-176.23275,39.35840,-429.24333,-139.96259,57.41164,-471.22522,-211.53658,470.81975,-763.66020,-173.81856,361.69935,-737.35053,-303.81997,95.33111,-783.81214,-351.77977,51.89895,-734.75516,-186.54829,36.68805,-808.24343,-146.51304,57.00342,-756.44406,-205.11224,241.17657,-453.38833,-234.38591,351.64179,-382.92141,-273.22686,248.81842,-407.80015,-229.75081,400.67278,-796.80972,-262.55161,284.60228,-817.25694,-221.25575,774.46210,-393.82298,-183.80701,672.13238,-398.69573,-218.92252,629.63838,-360.15784,-317.73751,735.12078,-352.58197,-274.33448,628.32885,-357.31218,-235.22265,763.97998,-738.10832,-181.16264,641.31220,-754.22777,-340.98413,733.62140,-762.68593,-283.02124,604.03550,-773.15214,-228.77341,908.13524,-421.20829,-398.85151,979.39322,-495.19453,-220.33151,907.83856,-663.48276,-396.96234,979.87127,-610.89131,-279.25804,1412.07899,-504.57947,-243.35771,1377.93495,-355.58039,-213.48748,1405.93046,-649.31365,-160.02089,1351.42212,-478.58392,-154.97213,1348.70036,-521.24770,-267.91937,1256.66205,-288.86499,-382.47710,1076.89115,-352.67951,-356.67050,1087.73376,-272.42775,-235.37038,1097.29696,-289.60598,-145.15562,1126.96948,-322.03101,-134.97460,1091.47206,-314.61052,-231.50558,1273.26523,-739.99084,-338.49330,1098.28679,-711.37070,-323.38940,1113.00458,-790.50381,-218.03522,1097.57137,-770.31679,-106.58522,1089.17543,-710.76832,-103.93629,1060.14382,-726.68201,-327.90397,851.98485,-449.75571,-316.69898,847.24115,-638.74210,-308.77709,851.42160,-456.64309,-306.16483,852.08055,-616.61971,11.29000000,-10.30045642,-1.15146203,-2.47702980,-0.25173951,0.91671539,-0.54365811,25.68639083,6.38219740,4.40799976,23.71485831,0.41390236,5.76695565,-17.98490390,-7.49999987,26.13452481,-10.15641718,-1.60020724,26.50472864,0.46259478,8.39683815,-2.66320331,-7.49999987,-8.85966693,7.11725062,-2.39224113,-8.01467676,-10.61052835,-1.48272639,134.20880737,99.82915221,-11.15586953,-4.24959863,-4.84634041,118.55921326,103.35099004,11.29000000,0.00519018,0.01098644,0.02213062
1131,11.30000000,-209.54892,460.48565,-413.61813,-177.95586,348.42899,-437.20243,-287.22356,86.81888,-460.91661,-337.29283,50.66002,-513.26154,-176.30814,39.35740,-429.30546,-140.05224,57.56786,-471.18821,-209.03252,470.25959,-764.61084,-171.92513,360.67313,-737.66763,-303.59335,95.25157,-783.77525,-351.79328,51.85603,-734.88327,-186.51077,36.61273,-808.28175,-146.51283,57.02535,-756.45397,-203.39046,240.07596,-453.67394,-231.49639,350.98708,-383.03984,-271.57429,249.44962,-407.62417,-227.36411,399.87143,-797.63390,-260.79941,283.81289,-817.91990,-224.90109,772.72638,-393.49276,-185.45426,671.29882,-398.23242,-219.85122,627.97166,-359.95308,-320.92884,731.30377,-353.05975,-275.34329,625.47181,-357.56487,-238.63812,762.91077,-738.87132,-181.82401,641.50644,-754.65869,-343.66786,730.56962,-763.75763,-282.81973,602.16925,-774.32462,-232.75538,903.59511,-421.72358,-401.95659,976.88082,-495.62048,-224.33056,904.10458,-663.96625,-400.14508,977.51777,-611.10872,-276.58082,1408.06260,-505.10428,-241.01241,1373.46779,-356.01953,-210.54024,1401.06064,-649.45309,-158.45198,1346.79073,-476.30562,-153.10193,1343.03295,-521.52626,-266.76037,1252.51880,-289.54574,-383.25863,1073.99907,-353.30595,-357.09607,1084.41655,-273.01561,-235.78342,1092.96662,-290.62458,-145.45680,1121.98861,-323.17503,-135.45112,1086.40957,-316.13953,-229.23836,1268.93623,-740.45465,-338.42777,1094.98870,-712.70099,-322.38175,1109.58149,-792.03219,-217.23832,1093.38112,-771.32323,-106.06820,1084.26599,-711.00002,-103.61504,1055.13959,-726.91065,-332.38936,848.55937,-450.45953,-321.21901,844.30572,-639.45983,-313.31955,848.11668,-457.18149,-310.81081,848.99916,-617.13653,11.30000000,-10.84974178,-0.96031413,-2.49746191,-0.25549374,0.91306241,-0.54401948,27.39689149,6.20858487,4.20447191,25.40551907,0.44340996,6.36561597,-18.19597600,-7.49999987,27.70035503,-10.05315671,-1.56438397,27.89636975,0.48688350,8.83772431,-2.79541294,-7.49999987,-9.10998972,6.95239669,-2.53399420,-7.60080974,-10.49197860,-1.02441001,134.17976473,99.91591913,-10.80520247,-4.55891601,-4.81316534,118.68177640,103.42179940,11.30000000,0.00529872,0.01110072,0.02195171
1132,11.31000000,-206.47446,459.27532,-413.67379,-175.10305,347.10225,-437.12419,-287.18381,86.86899,-461.08052,-337.34141,50.54011,-513.28112,-176.36828,39.43071,-429.28942,-140.17388,57.76063,-471.13680,-206.47138,469.64086,-765.61590,-169.91832,359.48410,-738.30956,-303.42680,95.19044,-783.80034,-351.79815,51.83337,-734.97861,-186.48332,36.54970,-808.30712,-146.51228,57.03080,-756.45864,-201.58671,238.75112,-453.86257,-228.76567,350.34664,-383.09292,-270.90050,250.07468,-407.72901,-225.05975,398.80026,-798.49151,-259.07795,282.98663,-818.51884,-228.79116,770.72619,-393.08595,-187.29603,670.27333,-397.67327,-220.90742,626.11346,-359.73016,-324.28197,727.17133,-353.39383,-276.38185,622.28212,-357.88212,-242.14909,761.84878,-739.73493,-182.46526,641.81438,-755.23889,-346.45211,727.07256,-764.87308,-282.44691,600.16640,-775.46127,-236.82670,898.69349,-422.28264,-405.13297,973.93571,-496.00039,-228.40111,900.02735,-664.64900,-403.49405,974.82954,-611.28261,-273.99015,1403.51500,-505.46002,-238.57189,1368.59300,-356.44600,-207.46340,1395.75934,-649.50568,-157.59708,1340.28904,-477.54119,-151.41521,1337.02199,-522.02143,-265.47569,1247.87715,-290.00030,-383.99297,1070.71303,-353.61006,-357.46159,1080.69912,-273.57527,-236.13126,1087.95526,-291.50321,-145.72758,1116.45712,-324.44703,-135.96867,1080.53161,-317.68718,-226.95876,1264.07332,-740.77887,-338.62558,1091.13202,-714.36706,-321.27400,1105.66380,-793.53286,-216.32731,1088.78721,-772.36243,-105.40576,1078.79953,-711.48338,-103.17945,1049.75297,-727.16388,-336.91394,844.73880,-451.22506,-325.85531,841.04140,-640.24347,-317.86420,844.31338,-457.76234,-315.58904,845.55470,-617.80174,11.31000000,-11.41774854,-0.76289654,-2.50730380,-0.25942301,0.90898920,-0.54444690,29.20104765,5.99627813,3.86823139,27.21810103,0.47504548,7.14512039,-18.27050963,-7.49999987,29.35492411,-9.95315801,-1.51689395,29.40394236,0.51319561,9.35713757,-2.87674502,-7.49999987,-9.34536415,6.69650294,-2.66632094,-7.18561190,-10.43351501,-0.58998682,134.06748265,99.98570164,-10.38318311,-4.90090792,-4.73495342,118.83203295,103.46747594,11.31000000,0.00531857,0.01112149,0.02179720
1133,11.32000000,-203.21586,457.94294,-413.71245,-172.25340,345.74720,-436.73165,-287.16653,86.94660,-461.14145,-337.33886,50.49717,-513.26073,-176.40939,39.51412,-429.26112,-140.26248,57.88518,-471.10773,-203.97500,468.86757,-766.58437,-167.86564,358.23013,-739.11830,-303.29892,95.15155,-783.81458,-351.78992,51.83779,-734.96874,-186.47886,36.51562,-808.32297,-146.51981,56.98744,-756.50800,-200.06165,237.72967,-453.70894,-226.20819,349.71315,-383.23354,-270.61730,249.61566,-408.11052,-222.81008,397.68613,-799.43066,-257.53418,282.15435,-819.12774,-232.87093,768.48402,-392.53161,-189.23399,669.16158,-396.89872,-221.97996,624.06267,-359.51198,-327.75546,722.65940,-353.81416,-277.36526,618.82849,-358.12755,-245.81105,760.49617,-740.39153,-183.17202,642.18364,-755.96879,-349.29203,723.17584,-765.94805,-281.96763,598.14593,-776.94307,-240.98059,893.44769,-422.78557,-408.35849,970.48559,-496.15535,-232.61328,895.55317,-665.53995,-406.92301,971.75770,-611.45721,-271.52713,1398.43038,-505.73293,-236.06225,1363.23447,-356.88211,-204.41389,1389.91805,-649.44641,-156.32937,1333.24565,-479.17036,-149.74652,1330.56131,-522.60489,-264.09332,1242.74857,-290.29452,-384.79207,1067.04887,-353.83914,-357.75340,1076.41236,-274.12963,-236.45749,1082.59289,-292.39404,-145.96655,1110.42619,-325.92567,-136.52375,1074.14056,-319.10594,-224.68958,1258.68596,-741.25034,-338.69922,1086.61348,-716.35060,-320.02069,1101.31772,-795.28772,-215.28226,1083.71818,-773.43083,-104.69711,1072.81459,-712.16127,-102.66077,1044.00394,-727.50867,-341.44805,840.50283,-451.97308,-330.61325,837.39058,-641.01489,-322.45011,839.89117,-458.36019,-320.45419,841.65918,-618.65719,11.32000000,-11.93316527,-0.56472255,-2.43149132,-0.26341902,0.90464470,-0.54505208,30.97509292,5.72420294,3.49872388,29.09384637,0.50778341,7.96426526,-18.28374388,-7.49999987,31.00796923,-9.82493779,-1.51909909,30.95620983,0.54028779,9.89242946,-2.95817242,-7.49999987,-9.66770655,6.49985722,-2.76261537,-6.78976540,-10.36788617,-0.18807971,133.96711125,100.05510595,-9.90431624,-5.30206557,-4.59105869,118.97561029,103.48293115,11.32000000,0.00537142,0.01117662,0.02181653
1134,11.33000000,-199.87256,456.52311,-413.72910,-169.41404,344.27840,-436.31956,-287.12495,87.00056,-461.12386,-337.34801,50.48117,-513.28584,-176.45008,39.58173,-429.24971,-140.28966,57.93663,-471.12112,-201.56670,467.91659,-767.50650,-165.82328,356.89596,-740.00346,-303.17753,95.08379,-783.74033,-351.79361,51.76751,-734.93998,-186.47984,36.49166,-808.34558,-146.54310,56.90503,-756.59574,-198.74687,236.89398,-453.40338,-223.74292,348.98535,-383.38057,-269.50987,248.72751,-408.33494,-220.56519,396.62991,-800.47988,-256.20304,281.19915,-819.73268,-237.06745,766.03452,-391.97033,-191.06016,667.90208,-396.09470,-222.99927,621.94569,-359.22221,-331.28526,717.87940,-354.42696,-278.27086,615.30052,-358.25193,-249.63579,758.84808,-740.97229,-183.94887,642.40563,-756.60833,-351.99989,719.16196,-767.21596,-281.45929,596.01691,-778.60907,-245.12560,887.81215,-423.33685,-411.60657,966.59849,-496.23513,-237.01635,890.57176,-666.34238,-410.34174,968.28298,-611.56029,-269.13752,1392.80890,-505.98544,-233.54596,1357.30508,-357.26420,-201.59043,1383.51989,-649.35780,-154.34084,1326.42348,-479.18729,-147.99287,1323.53259,-523.07742,-262.64144,1237.07422,-290.68952,-385.62767,1062.87086,-354.15936,-358.08041,1071.55144,-274.62735,-236.78498,1076.87563,-293.41896,-146.26579,1103.87871,-327.35907,-137.09510,1067.70024,-320.48735,-222.43335,1252.79334,-741.88384,-337.74809,1081.54218,-718.36304,-318.64528,1096.44286,-797.21528,-214.16213,1078.12784,-774.58000,-104.00592,1066.48288,-712.63832,-102.12225,1037.86596,-727.93451,-346.01396,835.88551,-452.62880,-335.50240,833.28649,-641.69683,-327.09222,834.99803,-459.01880,-325.33268,837.34235,-619.47549,11.33000000,-12.63360875,-0.33419156,-2.35339679,-0.26754237,0.89964298,-0.54557088,33.02169786,5.41976175,3.14602954,31.09252659,0.54266696,9.01313986,-18.03374131,-7.49999987,32.88614774,-9.66120114,-1.42158973,32.55939409,0.56826863,10.53887939,-2.96196491,-7.49999987,-9.77915138,6.27228487,-2.93868133,-6.41975458,-10.28093295,0.26324508,133.91757012,100.15587201,-9.42295542,-5.73993925,-4.47348254,119.10972941,103.48480128,11.33000000,0.00543889,0.01124659,0.02171840
1135,11.34000000,-196.67182,455.11276,-413.60736,-166.62433,342.70064,-436.01856,-287.04310,86.99848,-461.23781,-337.38459,50.46784,-513.34662,-176.50377,39.70725,-429.18694,-140.30408,57.99030,-471.15820,-199.16311,466.96215,-768.64972,-163.69584,355.53664,-741.07032,-303.03798,94.96904,-783.60364,-351.80074,51.60524,-734.95361,-186.47303,36.46612,-808.37123,-146.55358,56.84059,-756.66047,-197.24542,235.66561,-453.29484,-221.22071,348.05228,-383.42743,-267.07497,248.13936,-408.31932,-218.30605,395.53924,-801.48099,-254.90001,280.19653,-820.29194,-241.34752,763.43153,-391.52087,-192.79361,666.46534,-395.39360,-224.02517,619.82893,-358.91847,-334.81277,712.94856,-355.19101,-279.10711,611.83409,-358.33087,-253.43401,756.99025,-741.85988,-184.78357,642.28161,-757.22004,-354.52427,714.98761,-768.63482,-280.98798,593.68277,-780.14347,-249.19783,881.75952,-424.04796,-414.89297,962.32227,-496.37780,-241.52875,885.03081,-666.84578,-413.80653,964.43424,-611.58219,-266.63761,1386.64971,-506.25077,-231.09596,1350.80330,-357.60543,-198.92091,1376.63284,-649.45128,-152.33774,1319.02753,-479.32473,-146.38590,1315.94057,-523.71081,-261.14224,1230.80159,-291.24053,-386.42451,1058.11461,-354.49281,-358.44921,1066.24177,-275.05573,-237.10236,1070.55818,-294.53706,-146.59664,1096.78765,-328.62778,-137.68239,1060.91421,-321.98554,-220.18665,1246.33486,-742.45982,-335.89440,1076.18199,-720.27664,-317.21249,1090.94916,-798.98035,-213.04007,1072.10994,-775.79180,-103.33162,1059.90282,-712.87961,-101.51460,1031.32826,-728.44764,-350.63130,830.90795,-453.18491,-340.49334,828.71057,-642.27842,-331.69488,829.73597,-459.75527,-330.18299,832.67506,-620.06198,11.34000000,-13.15789580,-0.16953559,-2.28618659,-0.27166073,0.89454614,-0.54601121,34.86830728,5.17067578,2.73784176,33.04679530,0.57677539,9.87777038,-18.03634767,-7.49999987,34.62058529,-9.62302928,-1.50253972,34.23226148,0.59746567,11.12990183,-3.03710571,-7.49999987,-10.12181769,6.10721357,-3.01727280,-5.96848947,-10.19203055,0.65440597,133.90103615,100.22230159,-8.75482789,-6.21113992,-4.37858315,119.24821933,103.50627466,11.34000000,0.00545756,0.01126588,0.02153659
1136,11.35000000,-193.73708,453.77234,-413.29088,-163.86568,341.09281,-435.80568,-286.93277,86.93202,-461.59270,-337.42142,50.50833,-513.33554,-176.55983,39.87107,-429.10143,-140.33654,58.05846,-471.19589,-196.69706,466.06861,-769.97891,-161.33805,354.20077,-742.30410,-302.86379,94.86690,-783.48388,-351.76886,51.49734,-734.93695,-186.46619,36.43947,-808.38695,-146.51798,56.81739,-756.68749,-195.54091,234.15711,-453.39894,-218.62088,347.01571,-383.41182,-264.18753,247.53432,-408.36514,-216.03236,394.37542,-802.25688,-253.53495,279.35419,-820.85282,-245.65962,760.71324,-391.19303,-194.59755,664.95925,-394.74196,-225.10084,617.64718,-358.69862,-338.25676,707.93278,-355.93202,-279.90180,608.43280,-358.44869,-257.11198,754.79059,-742.93839,-185.67404,641.79353,-758.04028,-357.06065,710.39779,-769.87239,-280.57611,591.14850,-781.56384,-253.23725,875.34282,-424.90068,-418.23602,957.66630,-496.58476,-246.03922,879.06863,-667.35515,-417.39492,960.14728,-611.71162,-264.05352,1379.98911,-506.53483,-228.71949,1343.76218,-357.97762,-196.27455,1369.32624,-649.69338,-150.55704,1310.85764,-480.01645,-144.91884,1307.88282,-524.48069,-259.64912,1223.98121,-291.77286,-387.15764,1052.84105,-354.71553,-358.75756,1060.50183,-275.37940,-237.42381,1063.68475,-295.57576,-146.85552,1089.30003,-329.96618,-138.29439,1053.33667,-323.50107,-217.95748,1239.28402,-742.82811,-334.38468,1070.45001,-722.19546,-315.76700,1084.87903,-800.57509,-211.88803,1065.68773,-776.88106,-102.63704,1052.95011,-713.23285,-100.76913,1024.37950,-729.02361,-355.24293,825.56292,-453.78559,-345.50442,823.71139,-642.90375,-336.22900,824.18062,-460.52596,-335.05883,827.62935,-620.59368,11.35000000,-13.83745343,0.00655141,-2.21268835,-0.27592003,0.88888830,-0.54662272,36.93644571,4.91423758,2.39783578,35.07468097,0.61216867,10.83212870,-17.92984129,-7.49999987,36.58060724,-9.55050644,-1.49917235,36.00844754,0.62846597,11.83759957,-2.97528352,-7.49999987,-10.29671430,5.95889956,-3.12729418,-5.60548247,-10.14217261,1.04048748,133.84265800,100.28524799,-8.15837784,-6.59223545,-4.22389300,119.38051693,103.53993833,11.35000000,0.00544324,0.01125108,0.02148590
1137,11.36000000,-190.96263,452.46435,-412.94064,-161.10224,339.50666,-435.69339,-286.77743,86.80934,-462.03714,-337.43329,50.55226,-513.31608,-176.59620,39.96067,-429.09865,-140.36901,58.12555,-471.22710,-194.15823,465.02147,-771.05749,-158.80750,352.84034,-743.57994,-302.65058,94.81988,-783.41669,-351.70626,51.52621,-734.86985,-186.46836,36.41210,-808.39882,-146.46072,56.80346,-756.71941,-193.96260,232.92194,-453.48441,-215.99479,346.03348,-383.40403,-261.96783,246.78320,-408.47618,-213.69577,393.25943,-803.02467,-252.18732,278.70875,-821.41871,-249.92582,757.85779,-390.95769,-196.55749,663.46626,-394.02185,-226.16528,615.40652,-358.41419,-341.54922,702.82614,-356.57534,-280.67333,604.92547,-358.65912,-260.78202,752.17109,-743.89037,-186.62464,641.07626,-759.11500,-359.73271,705.44299,-770.89995,-280.23736,588.28833,-782.83615,-257.36370,868.63294,-425.81285,-421.63653,952.69771,-496.92472,-250.56418,872.83877,-668.29490,-421.07262,955.39743,-611.99666,-261.58246,1372.89500,-506.76538,-226.33962,1336.20725,-358.35767,-193.71082,1361.63922,-649.81096,-148.76698,1302.34366,-480.39088,-143.38227,1299.41264,-525.03086,-258.19990,1216.65651,-292.20956,-387.86029,1047.05101,-354.76360,-358.97658,1054.24179,-275.53854,-237.75943,1056.37730,-296.39497,-147.05713,1081.50516,-331.50247,-138.89515,1045.11893,-324.90721,-215.79863,1231.75881,-743.14930,-333.53279,1063.87257,-724.30705,-314.31291,1078.33804,-802.14460,-210.66254,1058.81957,-777.84179,-101.91359,1045.55000,-713.77563,-99.95276,1016.99567,-729.53535,-359.84701,819.88340,-454.57171,-350.54032,818.38034,-643.71472,-340.85318,818.39834,-461.32058,-340.06888,822.15372,-621.39975,11.36000000,-14.49552954,0.15484478,-2.07139308,-0.28021651,0.88287776,-0.54738694,38.99344682,4.58309314,1.93341174,37.17351013,0.64880015,12.69218930,-16.54906375,-7.49999987,38.57098700,-9.47657958,-1.43700883,37.84520205,0.66052338,12.80397811,-2.46487694,-7.49999987,-10.46748786,5.82766538,-3.33535100,-5.11540113,-10.16132153,1.46422529,133.69746195,100.50953201,-7.55045207,-6.95419290,-4.16302468,119.47475821,103.55993211,11.36000000,0.00544685,0.01125482,0.02129057
1138,11.37000000,-188.15056,451.14040,-412.74729,-158.32876,337.90263,-435.65404,-286.55561,86.64551,-462.42140,-337.40764,50.51367,-513.37017,-176.61949,39.98247,-429.14925,-140.39021,58.21272,-471.25151,-191.50626,463.75050,-771.87595,-156.28316,351.43915,-744.77644,-302.40304,94.79828,-783.37614,-351.66985,51.59630,-734.87074,-186.46829,36.38240,-808.41711,-146.42298,56.76404,-756.77068,-192.50971,231.90008,-453.50226,-213.28276,345.07285,-383.38524,-260.21945,246.10328,-408.42079,-211.20381,392.27026,-804.07394,-250.80485,278.07825,-821.92009,-254.12970,754.81748,-390.74468,-198.70796,661.95488,-393.22810,-227.13173,613.19707,-357.84514,-344.68436,697.51949,-357.20487,-281.40739,601.13966,-358.91154,-264.53311,749.24373,-744.81076,-187.65011,640.21825,-760.34808,-362.43550,700.34527,-771.99541,-280.00114,585.05448,-783.90702,-261.61277,861.63666,-426.75524,-425.08246,947.45320,-497.36746,-255.18278,866.34400,-669.58783,-424.76259,950.29121,-612.31362,-259.18902,1365.40157,-506.85921,-223.92527,1328.15071,-358.63830,-191.31792,1353.57903,-649.79882,-146.95587,1293.48551,-480.64240,-141.83031,1290.51070,-525.36428,-256.80321,1208.80086,-292.59379,-388.60616,1040.70150,-354.64841,-359.14131,1047.42433,-275.62649,-238.09687,1048.59202,-297.05835,-147.31779,1073.09920,-332.90952,-139.44840,1036.49813,-326.24979,-213.72398,1223.89037,-743.53407,-332.60174,1056.42759,-726.52039,-312.77225,1071.42099,-803.53725,-209.40428,1051.53360,-778.89091,-101.12312,1037.76342,-714.30796,-99.13882,1009.18372,-729.92171,-364.49770,813.90688,-455.48842,-355.66538,812.77334,-644.65660,-345.65351,812.34382,-462.18426,-345.20773,816.30166,-622.49067,11.37000000,-14.99993691,0.26533753,-2.01597051,-0.28463128,0.87683346,-0.54811590,40.90183099,4.35007882,1.51686415,39.19288968,0.68404497,13.29356920,-16.89249781,-7.49999987,40.41327517,-9.44387660,-1.34431458,39.73263508,0.69346530,13.36792114,-2.72196024,-7.49999987,-10.90662154,5.75373497,-3.34861520,-4.66353841,-10.19955106,1.84305744,133.69740911,100.57628647,-6.82316058,-7.33140960,-3.92433176,119.56475324,103.57589901,11.37000000,0.00548990,0.01129921,0.02126197
